MP NAME,WORK,CATEGORY,STATE,CONSTITUENCY,IDA,CITY,WARD,BLOCK,VILLAGE,RECOMMENDED DATE,ALLOCATION AMOUNT,IDA APPROVAL,STATUS,HOUSE,,,,,,
Shri Thomas Chazhikadan ,NA - Street lights,Normal/Others,Kerala,KOTTAYAM,DISTRICT COLLECTOR KOTTAYAM_IDA,,,UZHAVOOR,Kurichithanam,12-12-2023,103750,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Shri Thomas Chazhikadan ,NA - Street lights,Normal/Others,Kerala,KOTTAYAM,DISTRICT COLLECTOR KOTTAYAM_IDA,,,UZHAVOOR,Kurichithanam,12-12-2023,103750,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Uttam Kumar Nalamada Reddy,NA - Installing community drinking water plants,Normal/Others,Telangana,NALGONDA,DISTRICT COLLECTOR SURYAPET_IDA,,,GARIDE PALLY,Sarvaram,12-12-2023,400000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Uttam Kumar Nalamada Reddy,WS/MP771/2023-2024/60984 - Construction of roads,,,,,,,,,,,,,,,,,,,
Uttam Kumar Nalamada Reddy,NA - Installing tube-wells and borewells,Normal/Others,Telangana,NALGONDA,DISTRICT COLLECTOR SURYAPET_IDA,Kodad,Laxmipuram,,,12-12-2023,400000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Sanjay Shamrao Dhotre,NA - Construction of roads,,,,,,,,,,,,,,,,,,,
Sudip Bandyopadhyay ,NA - Development of public parks,Normal/Others,West Bengal,KOLKATA UTTAR,COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA,Kolkata,12,,,12-12-2023,970000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Sudip Bandyopadhyay ,WS/MP867/2023-2024/60648 - Construction of footpaths and pedestrian ways,Normal/Others,West Bengal,KOLKATA UTTAR,COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA,Kolkata,43,,,12-12-2023,2000000,Approved by IDA,Unsanctioned,Lok Sabha,,,,,,
Prof Saugata Roy ,NA - Purchase of hospital equipment,Normal/Others,West Bengal,DUM DUM,DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS_IDA,Baranagar,9,,,12-12-2023,1850000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Prof Saugata Roy ,NA - Construction of rooms and halls in school and colleges,Normal/Others,West Bengal,DUM DUM,DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS_IDA,Khardaha,2,,,12-12-2023,500000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Prof Saugata Roy ,NA - Construction of rooms and halls in school and colleges,Normal/Others,West Bengal,DUM DUM,DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS_IDA,Kamarhati,8,,,12-12-2023,500000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Prof Saugata Roy ,NA - Construction of rooms and halls in school and colleges,Normal/Others,West Bengal,DUM DUM,DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS_IDA,Kamarhati,3,,,12-12-2023,500000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Prof Saugata Roy ,NA - Construction of rooms and halls in school and colleges,Normal/Others,West Bengal,DUM DUM,DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS_IDA,North Dum Dum,9,,,12-12-2023,500000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Prof Saugata Roy ,NA - Construction of rooms and halls in school and colleges,Normal/Others,West Bengal,DUM DUM,DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS_IDA,Khardaha,1,,,12-12-2023,1000000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Prof Saugata Roy ,NA - Construction of rooms and halls in school and colleges,Normal/Others,West Bengal,DUM DUM,DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS_IDA,Dum Dum,5,,,12-12-2023,700000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Prof Saugata Roy ,NA - Construction of rooms and halls in school and colleges,Normal/Others,West Bengal,DUM DUM,DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS_IDA,North Dum Dum,9,,,12-12-2023,1000000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Prof Saugata Roy ,NA - Construction of rooms and halls in school and colleges,Normal/Others,West Bengal,DUM DUM,DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS_IDA,North Dum Dum,1,,,12-12-2023,1000000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Prof Saugata Roy ,NA - Construction of rooms and halls in school and colleges,Normal/Others,West Bengal,DUM DUM,DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS_IDA,Panihati,9,,,12-12-2023,400000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Prof Saugata Roy ,NA - Construction of rooms and halls in school and colleges,Normal/Others,West Bengal,DUM DUM,DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS_IDA,New Barrackpur,1,,,12-12-2023,1000000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Ms Nusrat Jahan Ruhi ,WS/MP253/2023-2024/60763 - Lighting of public spaces,Normal/Others,West Bengal,BASIRHAT,DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS_IDA,Basirhat,7,,,,,,,,,,,,,
Smt Sajda Ahmed,NA - Construction of rooms and halls in school and colleges,Normal/Others,West Bengal,ULUBERIA,DISTRICT MAGISTRATE HOWRAH_IDA,Uluberia,1,,,12-12-2023,1000000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Smt Sajda Ahmed,NA - Purchase of ambulances (Four,,,,,,,,,,,,,,,,,,,
Prasun Banerjee,NA - Street lights,Normal/Others,West Bengal,HOWRAH,DISTRICT MAGISTRATE HOWRAH_IDA,Haora,Ward no-10 of Bally Municipality,,,12-12-2023,1700000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Prasun Banerjee,NA - Street lights,Normal/Others,West Bengal,HOWRAH,DISTRICT MAGISTRATE HOWRAH_IDA,Haora,Ward no-43 of HMC,,,12-12-2023,1700000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Prasun Banerjee,NA - Lighting of public spaces,Normal/Others,West Bengal,HOWRAH,DISTRICT MAGISTRATE HOWRAH_IDA,Haora,Ward no-23 of HMC,,,12-12-2023,270000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Prasun Banerjee,NA - Lighting of public spaces,Normal/Others,West Bengal,HOWRAH,DISTRICT MAGISTRATE HOWRAH_IDA,Howrah,Ward no 25 &42,,,12-12-2023,373000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Sanjay Shamrao Dhotre,NA - Construction of roads,,,,,,,,,,,,,,,,,,,
Sanjay Shamrao Dhotre,NA - Construction of roads,,,,,,,,,,,,,,,,,,,
Sanjay Shamrao Dhotre,NA - Construction of roads,,,,,,,,,,,,,,,,,,,
Sanjay Shamrao Dhotre,NA - Construction of roads,,,,,,,,,,,,,,,,,,,
Sanjay Shamrao Dhotre,NA - Construction of community centers and community halls,Normal/Others,Maharashtra,AKOLA,DISTRICT COLLECTOR AKOLA_IDA,,,MURTIJAPUR,Karali,12-12-2023,500000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Kani K Navas,NA - Lighting of public spaces,Normal/Others,Tamil Nadu,RAMANATHAPURAM,DISTRICT COLLECTOR PUDUKKOTTAI_IDA,,,AVADAIYARKOVIL,Avadaiyar Kovil,12-12-2023,700000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Sunita Duggal,WS/MP502/2023-2024/60416 - Construction of additional rooms and halls in the existing public and community building,Normal/Others,Haryana,SIRSA(SC),Deputy Commissioner Fatehabd_IDA,Tohana,Tohana,,,12-12-2023,499000,Approved by IDA,Unsanctioned,Lok Sabha,,,,,,
Kani K Navas,WS/MP746/2023-2024/60923 - Lighting of public spaces,Normal/Others,Tamil Nadu,RAMANATHAPURAM,DISTRICT COLLECTOR PUDUKKOTTAI_IDA,,,AVADAIYARKOVIL,Kavadukudi,12-12-2023,400000,Approved by IDA,Unsanctioned,Lok Sabha,,,,,,
K Jayakumar,NA - Lighting of public spaces,Normal/Others,Tamil Nadu,TIRUVALLUR(SC),DISTRICT COLLECTOR TIRUVALLUR_IDA,Arani,2,,,12-12-2023,435000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
K Jayakumar,WS/MP735/2023-2024/60698 - Lighting of public spaces,Normal/Others,Tamil Nadu,TIRUVALLUR(SC),DISTRICT COLLECTOR TIRUVALLUR_IDA,,,SHOLAVARAM,Amoor,12-12-2023,435000,Approved by IDA,,Lok Sabha,,,,,,
K Jayakumar,WS/MP735/2023-2024/60699 - Lighting of public spaces,Normal/Others,Tamil Nadu,TIRUVALLUR(SC),DISTRICT COLLECTOR TIRUVALLUR_IDA,,,SHOLAVARAM,Alamathi (CT),12-12-2023,435000,Approved by IDA,,Lok Sabha,,,,,,
K Jayakumar,WS/MP735/2023-2024/60700 - Lighting of public spaces,Normal/Others,Tamil Nadu,TIRUVALLUR(SC),DISTRICT COLLECTOR TIRUVALLUR_IDA,,,SHOLAVARAM,Jaganathapuram,12-12-2023,435000,Approved by IDA,,Lok Sabha,,,,,,
K Jayakumar,WS/MP735/2023-2024/60701 - Lighting of public spaces,Normal/Others,Tamil Nadu,TIRUVALLUR(SC),DISTRICT COLLECTOR TIRUVALLUR_IDA,,,GUMMIDIPUNDI,Obasamudram,12-12-2023,435000,Approved by IDA,,Lok Sabha,,,,,,
K Jayakumar,WS/MP735/2023-2024/60702 - Lighting of public spaces,Normal/Others,Tamil Nadu,TIRUVALLUR(SC),DISTRICT COLLECTOR TIRUVALLUR_IDA,,,SHOLAVARAM,Sholavaram,12-12-2023,435000,Approved by IDA,,Lok Sabha,,,,,,
K Jayakumar,NA - Lighting of public spaces,Normal/Others,Tamil Nadu,TIRUVALLUR(SC),DISTRICT COLLECTOR TIRUVALLUR_IDA,Arani,6,,,12-12-2023,435000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
K Jayakumar,NA - Lighting of public spaces,Normal/Others,Tamil Nadu,TIRUVALLUR(SC),DISTRICT COLLECTOR TIRUVALLUR_IDA,Arani,14,,,12-12-2023,435000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
K Jayakumar,NA - Lighting of public spaces,Normal/Others,Tamil Nadu,TIRUVALLUR(SC),DISTRICT COLLECTOR TIRUVALLUR_IDA,Ponneri,5,,,12-12-2023,435000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
K Jayakumar,WS/MP735/2023-2024/60696 - Lighting of public spaces,Normal/Others,Tamil Nadu,TIRUVALLUR(SC),DISTRICT COLLECTOR TIRUVALLUR_IDA,,,SHOLAVARAM,Mafaskanpet,12-12-2023,435000,Approved by IDA,,Lok Sabha,,,,,,
K Jayakumar,NA - Lighting of public spaces,Normal/Others,Tamil Nadu,TIRUVALLUR(SC),DISTRICT COLLECTOR TIRUVALLUR_IDA,Ponneri,6,,,12-12-2023,435000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
K Jayakumar,NA - Lighting of public spaces,Normal/Others,Tamil Nadu,TIRUVALLUR(SC),DISTRICT COLLECTOR TIRUVALLUR_IDA,Ponneri,7,,,12-12-2023,435000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
K Jayakumar,NA - Lighting of public spaces,Normal/Others,Tamil Nadu,TIRUVALLUR(SC),DISTRICT COLLECTOR TIRUVALLUR_IDA,Ponneri,15,,,12-12-2023,435000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
K Jayakumar,WS/MP735/2023-2024/60710 - Lighting of public spaces,Normal/Others,Tamil Nadu,TIRUVALLUR(SC),DISTRICT COLLECTOR TIRUVALLUR_IDA,,,,,12-12-2023,424578,Approved by IDA,,Lok Sabha,,,,,,
K Jayakumar,NA - Lighting of public spaces,Normal/Others,Tamil Nadu,TIRUVALLUR(SC),DISTRICT COLLECTOR TIRUVALLUR_IDA,,,PUZHAL,Vilangadupakkam,12-12-2023,350000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
K Jayakumar,NA - Lighting of public spaces,Normal/Others,Tamil Nadu,TIRUVALLUR(SC),DISTRICT COLLECTOR TIRUVALLUR_IDA,,,PUZHAL,PulliLyon,12-12-2023,350000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
K Jayakumar,NA - Lighting of public spaces,Normal/Others,Tamil Nadu,TIRUVALLUR(SC),DISTRICT COLLECTOR TIRUVALLUR_IDA,,,PUZHAL,Grant Lyon,12-12-2023,350000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
K Jayakumar,WS/MP735/2023-2024/60697 - Lighting of public spaces,Normal/Others,Tamil Nadu,TIRUVALLUR(SC),DISTRICT COLLECTOR TIRUVALLUR_IDA,,,SHOLAVARAM,Vichoor,12-12-2023,435000,Approved by IDA,,Lok Sabha,,,,,,
K Jayakumar,WS/MP735/2023-2024/60695 - Construction of bus-sheds or bus-stops,Normal/Others,Tamil Nadu,TIRUVALLUR(SC),DISTRICT COLLECTOR TIRUVALLUR_IDA,,,,,12-12-2023,749104,Approved by IDA,,Lok Sabha,,,,,,
K Jayakumar,NA - Construction of bus-sheds or bus-stops,Normal/Others,Tamil Nadu,TIRUVALLUR(SC),DISTRICT COLLECTOR TIRUVALLUR_IDA,Tiruverkadu,10,,,12-12-2023,1060000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
K Jayakumar,WS/MP735/2023-2024/60682 - Lighting of public spaces,Normal/Others,Tamil Nadu,TIRUVALLUR(SC),DISTRICT COLLECTOR TIRUVALLUR_IDA,,,KADAMBATHUR,Ulundai,12-12-2023,435000,Approved by IDA,,Lok Sabha,,,,,,
Kani K Navas,WS/MP746/2023-2024/60922 - Lighting of public spaces,Normal/Others,Tamil Nadu,RAMANATHAPURAM,DISTRICT COLLECTOR PUDUKKOTTAI_IDA,,,AVADAIYARKOVIL,Kathiramangalam,12-12-2023,400000,Approved by IDA,Unsanctioned,Lok Sabha,,,,,,
K Jayakumar,WS/MP735/2023-2024/60688 - Construction of roads,,,,,,,,,,,,,,,,,,,
K Jayakumar,WS/MP735/2023-2024/60687 - Lighting of public spaces,Normal/Others,Tamil Nadu,TIRUVALLUR(SC),DISTRICT COLLECTOR TIRUVALLUR_IDA,,,KADAMBATHUR,Illuppur,12-12-2023,435000,Approved by IDA,,Lok Sabha,,,,,,
K Jayakumar,WS/MP735/2023-2024/60686 - Lighting of public spaces,Normal/Others,Tamil Nadu,TIRUVALLUR(SC),DISTRICT COLLECTOR TIRUVALLUR_IDA,,,KADAMBATHUR,Papparambakkam,12-12-2023,435000,Approved by IDA,,Lok Sabha,,,,,,
K Jayakumar,WS/MP735/2023-2024/60685 - Lighting of public spaces,Normal/Others,Tamil Nadu,TIRUVALLUR(SC),DISTRICT COLLECTOR TIRUVALLUR_IDA,,,KADAMBATHUR,Kottaiyur,12-12-2023,435000,Approved by IDA,,Lok Sabha,,,,,,
K Jayakumar,WS/MP735/2023-2024/60684 - Lighting of public spaces,Normal/Others,Tamil Nadu,TIRUVALLUR(SC),DISTRICT COLLECTOR TIRUVALLUR_IDA,,,KADAMBATHUR,Koovam,12-12-2023,435000,Approved by IDA,,Lok Sabha,,,,,,
K Jayakumar,WS/MP735/2023-2024/60683 - Lighting of public spaces,Normal/Others,Tamil Nadu,TIRUVALLUR(SC),DISTRICT COLLECTOR TIRUVALLUR_IDA,,,KADAMBATHUR,Voyalur,12-12-2023,435000,Approved by IDA,,Lok Sabha,,,,,,
K Jayakumar,WS/MP735/2023-2024/60681 - Lighting of public spaces,Normal/Others,Tamil Nadu,TIRUVALLUR(SC),DISTRICT COLLECTOR TIRUVALLUR_IDA,,,,,12-12-2023,435000,Approved by IDA,,Lok Sabha,,,,,,
K Jayakumar,WS/MP735/2023-2024/60694 - Lighting of public spaces,Normal/Others,Tamil Nadu,TIRUVALLUR(SC),DISTRICT COLLECTOR TIRUVALLUR_IDA,,,,,12-12-2023,425000,Approved by IDA,,Lok Sabha,,,,,,
K Jayakumar,WS/MP735/2023-2024/60680 - Lighting of public spaces,Normal/Others,Tamil Nadu,TIRUVALLUR(SC),DISTRICT COLLECTOR TIRUVALLUR_IDA,,,,,12-12-2023,435000,Approved by IDA,,Lok Sabha,,,,,,
K Jayakumar,WS/MP735/2023-2024/60679 - Lighting of public spaces,Normal/Others,Tamil Nadu,TIRUVALLUR(SC),DISTRICT COLLECTOR TIRUVALLUR_IDA,,,,,12-12-2023,434610,Approved by IDA,,Lok Sabha,,,,,,
K Jayakumar,WS/MP735/2023-2024/60678 - Lighting of public spaces,Normal/Others,Tamil Nadu,TIRUVALLUR(SC),DISTRICT COLLECTOR TIRUVALLUR_IDA,,,POONDI,Pattaraiperumbudur,12-12-2023,435000,Approved by IDA,,Lok Sabha,,,,,,
K Jayakumar,WS/MP735/2023-2024/60690 - Construction of roads,,,,,,,,,,,,,,,,,,,
K Jayakumar,WS/MP735/2023-2024/60691 - Construction of roads,,,,,,,,,,,,,,,,,,,
K Jayakumar,WS/MP735/2023-2024/60692 - Construction of roads,,,,,,,,,,,,,,,,,,,
K Jayakumar,NA - Lighting of public spaces,Normal/Others,Tamil Nadu,TIRUVALLUR(SC),DISTRICT COLLECTOR TIRUVALLUR_IDA,,,KADAMBATHUR,Ramankoil,12-12-2023,425000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
K Jayakumar,NA - Construction of bus-sheds or bus-stops,Normal/Others,Tamil Nadu,TIRUVALLUR(SC),DISTRICT COLLECTOR TIRUVALLUR_IDA,Avadi,37,,,12-12-2023,1060000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
K Jayakumar,WS/MP735/2023-2024/60689 - Construction of roads,,,,,,,,,,,,,,,,,,,
K Jayakumar,NA - Construction of bus-sheds or bus-stops,Normal/Others,Tamil Nadu,TIRUVALLUR(SC),DISTRICT COLLECTOR TIRUVALLUR_IDA,Naravarikuppam,2,,,12-12-2023,1060000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
A Chellakumar,NA - Construction of New Building,Normal/Others,Tamil Nadu,KRISHNAGIRI,DISTRICT COLLECTOR KRISHNAGIRI_IDA,,,SHOOLAGIRI,Kamandoddi,12-12-2023,700000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Kani K Navas,WS/MP746/2023-2024/60896 - Lighting of public spaces,Normal/Others,Tamil Nadu,RAMANATHAPURAM,DISTRICT COLLECTOR PUDUKKOTTAI_IDA,,,ARANTANGI,Nakkudi,12-12-2023,400000,Approved by IDA,,Lok Sabha,,,,,,
K Jayakumar,NA - Lighting of public spaces,Normal/Others,Tamil Nadu,TIRUVALLUR(SC),DISTRICT COLLECTOR TIRUVALLUR_IDA,Tiruverkadu,8,,,12-12-2023,350000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Kani K Navas,WS/MP746/2023-2024/60895 - Lighting of public spaces,Normal/Others,Tamil Nadu,RAMANATHAPURAM,DISTRICT COLLECTOR PUDUKKOTTAI_IDA,,,ARANTANGI,Subramanyapuram,12-12-2023,400000,Approved by IDA,,Lok Sabha,,,,,,
Kani K Navas,NA - Lighting of public spaces,Normal/Others,Tamil Nadu,RAMANATHAPURAM,DISTRICT COLLECTOR PUDUKKOTTAI_IDA,Aranthangi,9,,,12-12-2023,400000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Kani K Navas,NA - Lighting of public spaces,Normal/Others,Tamil Nadu,RAMANATHAPURAM,DISTRICT COLLECTOR PUDUKKOTTAI_IDA,Aranthangi,6,,,12-12-2023,400000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Kani K Navas,NA - Lighting of public spaces,Normal/Others,Tamil Nadu,RAMANATHAPURAM,DISTRICT COLLECTOR PUDUKKOTTAI_IDA,Aranthangi,10,,,12-12-2023,400000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
A Chellakumar,NA - Construction of water tanks,Normal/Others,Tamil Nadu,KRISHNAGIRI,DISTRICT COLLECTOR KRISHNAGIRI_IDA,,,VEPPANAPALLI,Veppanapalli,12-12-2023,1675000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
K Jayakumar,WS/MP735/2023-2024/60673 - Lighting of public spaces,Normal/Others,Tamil Nadu,TIRUVALLUR(SC),DISTRICT COLLECTOR TIRUVALLUR_IDA,,,,,12-12-2023,435000,Approved by IDA,,Lok Sabha,,,,,,
K Jayakumar,WS/MP735/2023-2024/60674 - Lighting of public spaces,Normal/Others,Tamil Nadu,TIRUVALLUR(SC),DISTRICT COLLECTOR TIRUVALLUR_IDA,,,,,12-12-2023,435000,Approved by IDA,,Lok Sabha,,,,,,
A Chellakumar,NA - Construction of New Building,Normal/Others,Tamil Nadu,KRISHNAGIRI,DISTRICT COLLECTOR KRISHNAGIRI_IDA,,,BARGUR,Varatanapalli,12-12-2023,1000000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
K Jayakumar,WS/MP735/2023-2024/60672 - Lighting of public spaces,Normal/Others,Tamil Nadu,TIRUVALLUR(SC),DISTRICT COLLECTOR TIRUVALLUR_IDA,,,,,12-12-2023,435000,Approved by IDA,,Lok Sabha,,,,,,
K Jayakumar,NA - Construction of bus-sheds or bus-stops,Normal/Others,Tamil Nadu,TIRUVALLUR(SC),DISTRICT COLLECTOR TIRUVALLUR_IDA,Tiruverkadu,13,,,12-12-2023,1060000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
K Jayakumar,WS/MP735/2023-2024/60671 - Lighting of public spaces,Normal/Others,Tamil Nadu,TIRUVALLUR(SC),DISTRICT COLLECTOR TIRUVALLUR_IDA,,,GUMMIDIPUNDI,Peddikuppam (CT),12-12-2023,435000,Approved by IDA,,Lok Sabha,,,,,,
A Chellakumar,NA - Construction of New Building,Normal/Others,Tamil Nadu,KRISHNAGIRI,DISTRICT COLLECTOR KRISHNAGIRI_IDA,,,SHOOLAGIRI,Addakurukki,12-12-2023,700000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
K Jayakumar,WS/MP735/2023-2024/60675 - Lighting of public spaces,Normal/Others,Tamil Nadu,TIRUVALLUR(SC),DISTRICT COLLECTOR TIRUVALLUR_IDA,,,,,12-12-2023,435000,Approved by IDA,,Lok Sabha,,,,,,
K Jayakumar,WS/MP735/2023-2024/60670 - Lighting of public spaces,Normal/Others,Tamil Nadu,TIRUVALLUR(SC),DISTRICT COLLECTOR TIRUVALLUR_IDA,,,GUMMIDIPUNDI,Madaharpakkam (CT),12-12-2023,435000,Approved by IDA,,Lok Sabha,,,,,,
Kani K Navas,WS/MP746/2023-2024/60921 - Lighting of public spaces,Normal/Others,Tamil Nadu,RAMANATHAPURAM,DISTRICT COLLECTOR PUDUKKOTTAI_IDA,,,AVADAIYARKOVIL,Ponbethi,12-12-2023,400000,Approved by IDA,Sanctioned,Lok Sabha,,,,,,
Kani K Navas,WS/MP746/2023-2024/60920 - Lighting of public spaces,Normal/Others,Tamil Nadu,RAMANATHAPURAM,DISTRICT COLLECTOR PUDUKKOTTAI_IDA,,,MANALMELKUDI,Perumarudur,12-12-2023,400000,Approved by IDA,Completed,Lok Sabha,,,,,,
S. Jagathrakshakan,WS/MP017/2023-2024/60722 - Construction of buildings for crèches and anganwadies,Normal/Others,Tamil Nadu,ARAKKONAM,District Collector,,,,,,,,,,,,,,,
K Jayakumar,WS/MP735/2023-2024/60677 - Lighting of public spaces,Normal/Others,Tamil Nadu,TIRUVALLUR(SC),DISTRICT COLLECTOR TIRUVALLUR_IDA,,,POONDI,Moovur,12-12-2023,435000,Approved by IDA,,Lok Sabha,,,,,,
Kani K Navas,WS/MP746/2023-2024/60919 - Lighting of public spaces,Normal/Others,Tamil Nadu,RAMANATHAPURAM,DISTRICT COLLECTOR PUDUKKOTTAI_IDA,,,MANALMELKUDI,Tandalai,12-12-2023,400000,Approved by IDA,Unsanctioned,Lok Sabha,,,,,,
K Jayakumar,WS/MP735/2023-2024/60676 - Lighting of public spaces,Normal/Others,Tamil Nadu,TIRUVALLUR(SC),DISTRICT COLLECTOR TIRUVALLUR_IDA,,,POONDI,Ananderi,12-12-2023,435000,Approved by IDA,,Lok Sabha,,,,,,
Kani K Navas,WS/MP746/2023-2024/60891 - Lighting of public spaces,Normal/Others,Tamil Nadu,RAMANATHAPURAM,DISTRICT COLLECTOR PUDUKKOTTAI_IDA,Aranthangi,12,,,12-12-2023,400000,Approved by IDA,Sanctioned,Lok Sabha,,,,,,
Kani K Navas,WS/MP746/2023-2024/60918 - Lighting of public spaces,Normal/Others,Tamil Nadu,RAMANATHAPURAM,DISTRICT COLLECTOR PUDUKKOTTAI_IDA,,,MANALMELKUDI,Mumpalai,12-12-2023,400000,Approved by IDA,Completed,Lok Sabha,,,,,,
A Chellakumar,NA - Construction of rooms and halls in school and colleges,Normal/Others,Tamil Nadu,KRISHNAGIRI,DISTRICT COLLECTOR KRISHNAGIRI_IDA,Hosur,Zuzuvadi,,,12-12-2023,2400000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
T R Paarivendhar,NA - Construction of bus-sheds or bus-stops,Normal/Others,Tamil Nadu,PERAMBALUR,DISTRICT COLLECTOR TIRUCHIRAPPALLI_IDA,Balakrishnampatti,11th Ward,,,11-12-2023,400000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
T R Paarivendhar,NA - Construction of buildings for crèches and anganwadies,Normal/Others,Tamil Nadu,PERAMBALUR,DISTRICT COLLECTOR TIRUCHIRAPPALLI_IDA,,,TATTAYYANGARPETTAI,Mahadevi,11-12-2023,1400000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Ganesan Selvam,NA - Purchase of books for public libraries,Normal/Others,Tamil Nadu,KANCHEEPURAM(SC),District Collector Chengalpattu_IDA,,,KATTANKOLATHUR,Veerapuram,11-12-2023,25000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
T R Paarivendhar,NA - Providing drains and gutters for public drainage,Normal/Others,Tamil Nadu,PERAMBALUR,DISTRICT COLLECTOR TIRUCHIRAPPALLI_IDA,Balakrishnampatti,Ist Ward,,,11-12-2023,1700000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
T R Paarivendhar,NA - Construction of water tanks,Normal/Others,Tamil Nadu,PERAMBALUR,DISTRICT COLLECTOR TIRUCHIRAPPALLI_IDA,,,MANACHANELLUR,Thiruvallarai,11-12-2023,500000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Shri Karti P Chidambaram ,NA - Street lights,Normal/Others,Tamil Nadu,SIVAGANGA,DISTRICT COLLECTOR SIVAGANGA_IDA,Tirupathur,1 to 18,,,11-12-2023,500000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Shri Karti P Chidambaram ,NA - Street lights,Normal/Others,Tamil Nadu,SIVAGANGA,DISTRICT COLLECTOR SIVAGANGA_IDA,Puduvayal,2,,,11-12-2023,500000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Ganesan Selvam,NA - Purchase of books for public libraries,Normal/Others,Tamil Nadu,KANCHEEPURAM(SC),District Collector Chengalpattu_IDA,,,KATTANKOLATHUR,Rattinamangalam,11-12-2023,25000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Ganesan Selvam,NA - Purchase of books for public libraries,Normal/Others,Tamil Nadu,KANCHEEPURAM(SC),District Collector Chengalpattu_IDA,,,TIRUKKALUKUNRAM,Nathamkariamcheri,11-12-2023,25000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Ganesan Selvam,WS/MP743/2023-2024/60382 - Purchase of books for public libraries,Normal/Others,Tamil Nadu,KANCHEEPURAM(SC),DISTRICT COLLECTOR KANCHEEPURAM_IDA,,,UTTIRAMERUR,Kaliyampoondi,11-12-2023,25000,Approved by IDA,Completed,Lok Sabha,,,,,,
