MP NAME,WORK,CATEGORY,STATE,CONSTITUENCY,IDA,CITY,WARD,BLOCK,VILLAGE,RECOMMENDED DATE,ALLOCATION AMOUNT,IDA APPROVAL,STATUS,HOUSE,,,,,,
SHRI Sujeet Kumar,NA - Construction of community centers and community halls,Normal/Others,Odisha,Sitting Rajya Sabha,DISTRICT COLLECTOR KALAHANDI_IDA,,,MADANPUR RAMPUR,Madanpur Rampur (CT),17-10-2023,1000000,Action Pending,Unsanctioned,Rajya Sabha,,,,,,
SHRI Sudhanshu Trivedi,WS/MP199/2023-2024/37853 - Construction of roads,,,,,,,,,,,,,,,,,,,
SHRI Sudhanshu Trivedi,WS/MP199/2023-2024/37852 - Construction of roads,,,,,,,,,,,,,,,,,,,
SHRI Sudhanshu Trivedi,WS/MP199/2023-2024/37851 - Construction of roads,,,,,,,,,,,,,,,,,,,
SHRI Sujeet Kumar,WS/MP136/2023-2024/37643 - Construction of roads,,,,,,,,,,,,,,,,,,,
SHRI Sujeet Kumar,WS/MP136/2023-2024/37642 - Construction of community centers and community halls,Normal/Others,Odisha,Sitting Rajya Sabha,DISTRICT COLLECTOR KALAHANDI_IDA,,,MADANPUR RAMPUR,Madanpur,17-10-2023,500000,Approved by IDA,Unsanctioned,Rajya Sabha,,,,,,
SHRI Sujeet Kumar,WS/MP136/2023-2024/37641 - Construction of community centers and community halls,Normal/Others,Odisha,Sitting Rajya Sabha,DISTRICT COLLECTOR KALAHANDI_IDA,,,MADANPUR RAMPUR,Saidalanga,17-10-2023,500000,Approved by IDA,Unsanctioned,Rajya Sabha,,,,,,
SHRI Sujeet Kumar,WS/MP136/2023-2024/37640 - Construction of boundary walls of existing public and community buildings,Normal/Others,Odisha,Sitting Rajya Sabha,DISTRICT COLLECTOR KALAHANDI_IDA,,,MADANPUR RAMPUR,Madanpur Rampur (CT),17-10-2023,400000,Approved by IDA,Unsanctioned,Rajya Sabha,,,,,,
SHRI Sujeet Kumar,WS/MP136/2023-2024/37639 - Construction of boundary walls of existing public and community buildings,Normal/Others,Odisha,Sitting Rajya Sabha,DISTRICT COLLECTOR KALAHANDI_IDA,,,MADANPUR RAMPUR,Madanpur Rampur (CT),17-10-2023,400000,Approved by IDA,Unsanctioned,Rajya Sabha,,,,,,
SHRI Sudhanshu Trivedi,WS/MP199/2023-2024/37850 - Construction of roads,,,,,,,,,,,,,,,,,,,
SHRI Sudhanshu Trivedi,WS/MP199/2023-2024/37849 - Construction of roads,,,,,,,,,,,,,,,,,,,
SHRI Sudhanshu Trivedi,WS/MP199/2023-2024/37848 - Construction of roads,,,,,,,,,,,,,,,,,,,
SHRI Sudhanshu Trivedi,NA - Construction of roads,,,,,,,,,,,,,,,,,,,
SHRI Sudhanshu Trivedi,NA - Construction of roads,,,,,,,,,,,,,,,,,,,
SHRI Sudhanshu Trivedi,WS/MP199/2023-2024/37845 - Construction of roads,,,,,,,,,,,,,,,,,,,
SHRI Sudhanshu Trivedi,WS/MP199/2023-2024/37844 - Construction of roads,,,,,,,,,,,,,,,,,,,
SHRI Sudhanshu Trivedi,WS/MP199/2023-2024/37843 - Construction of roads,,,,,,,,,,,,,,,,,,,
SHRI Sujeet Kumar,WS/MP136/2023-2024/37638 - Construction of community centers and community halls,Normal/Others,Odisha,Sitting Rajya Sabha,DISTRICT COLLECTOR KALAHANDI_IDA,,,MADANPUR RAMPUR,Singpur,17-10-2023,500000,Approved by IDA,Unsanctioned,Rajya Sabha,,,,,,
SHRI Sudhanshu Trivedi,WS/MP199/2023-2024/37842 - Construction of roads,,,,,,,,,,,,,,,,,,,
SHRI Sujeet Kumar,NA - Construction of community centers and community halls,Normal/Others,Odisha,Sitting Rajya Sabha,DISTRICT COLLECTOR KALAHANDI_IDA,,,LANJIGARH,Bishwanathapur,17-10-2023,1000000,Action Pending,Unsanctioned,Rajya Sabha,,,,,,
SHRI Prem Chand Gupta,NA - Installing hand pumps,Normal/Others,Bihar,Sitting Rajya Sabha,DISTRICT PLANNING OFFICER PATNA_IDA,,,KHUSRUPUR,Chhotka Navada,17-10-2023,80000,Action Pending,Unsanctioned,Rajya Sabha,,,,,,
Gowdar Mallikarjunappa Siddeshwara,NA - Construction of rooms and halls in school and colleges,Normal/Others,Karnataka,DAVANAGERE,DEPUTY COMMISSIONER DAUANAGERE_IDA,,,DAVANAGERE,Dindadahalli,17-10-2023,1000000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
SHRI Sujeet Kumar,NA - Construction of rooms and halls in school and colleges,Normal/Others,Odisha,Sitting Rajya Sabha,DISTRICT COLLECTOR KALAHANDI_IDA,,,JUNAGARH,Baldhiamal,17-10-2023,700000,Action Pending,Unsanctioned,Rajya Sabha,,,,,,
SHRI Sujeet Kumar,NA - Purchase of furniture and fixtures for educational purposes,Normal/Others,Odisha,Sitting Rajya Sabha,DISTRICT COLLECTOR KALAHANDI_IDA,,,JUNAGARH,Char Bahal,17-10-2023,300000,Action Pending,Unsanctioned,Rajya Sabha,,,,,,
SHRI Sujeet Kumar,NA - Construction of community centers and community halls,Normal/Others,Odisha,Sitting Rajya Sabha,DISTRICT COLLECTOR KALAHANDI_IDA,,,JUNAGARH,Habaspur (I),17-10-2023,500000,Action Pending,Unsanctioned,Rajya Sabha,,,,,,
SHRI Sujeet Kumar,NA - Construction of roads,,,,,,,,,,,,,,,,,,,
SHRI Sujeet Kumar,NA - Construction of boundary walls of existing public and community buildings,Normal/Others,Odisha,Sitting Rajya Sabha,DISTRICT COLLECTOR KALAHANDI_IDA,,,JAYAPATNA,Uchhala,17-10-2023,500000,Action Pending,Unsanctioned,Rajya Sabha,,,,,,
SHRI Sujeet Kumar,NA - Construction of rooms and halls in school and colleges,Normal/Others,Odisha,Sitting Rajya Sabha,DISTRICT COLLECTOR KALAHANDI_IDA,,,JAYAPATNA,Rengalpali,17-10-2023,700000,Action Pending,Unsanctioned,Rajya Sabha,,,,,,
SHRI Sujeet Kumar,NA - Construction of rooms and halls in school and colleges,Normal/Others,Odisha,Sitting Rajya Sabha,DISTRICT COLLECTOR KALAHANDI_IDA,,,JAYAPATNA,Jayapatna,17-10-2023,1000000,Action Pending,Unsanctioned,Rajya Sabha,,,,,,
SHRI Sujeet Kumar,NA - Construction of rooms and halls in school and colleges,Normal/Others,Odisha,Sitting Rajya Sabha,DISTRICT COLLECTOR KALAHANDI_IDA,,,DHARAMAGARH,Telipalas,17-10-2023,650000,Action Pending,Unsanctioned,Rajya Sabha,,,,,,
SHRI Sujeet Kumar,NA - Construction of rooms and halls in school and colleges,Normal/Others,Odisha,Sitting Rajya Sabha,DISTRICT COLLECTOR KALAHANDI_IDA,,,DHARAMAGARH,Kankeri,17-10-2023,700000,Action Pending,Unsanctioned,Rajya Sabha,,,,,,
SHRI Sujeet Kumar,NA - Construction of rooms and halls in school and colleges,Normal/Others,Odisha,Sitting Rajya Sabha,DISTRICT COLLECTOR KALAHANDI_IDA,,,DHARAMAGARH,Chanchan bahali,17-10-2023,650000,Action Pending,Unsanctioned,Rajya Sabha,,,,,,
SHRI Sujeet Kumar,NA - Construction of rooms and halls in school and colleges,Normal/Others,Odisha,Sitting Rajya Sabha,DISTRICT COLLECTOR KALAHANDI_IDA,,,BHAWANIPATNA,Borda,17-10-2023,650000,Action Pending,Unsanctioned,Rajya Sabha,,,,,,
SHRI Sujeet Kumar,NA - Construction of rooms and halls in school and colleges,Normal/Others,Odisha,Sitting Rajya Sabha,DISTRICT COLLECTOR KALAHANDI_IDA,,,BHAWANIPATNA,Borbhata,17-10-2023,700000,Action Pending,Unsanctioned,Rajya Sabha,,,,,,
SHRI Sujeet Kumar,NA - Construction of community centers and community halls,Normal/Others,Odisha,Sitting Rajya Sabha,DISTRICT COLLECTOR KALAHANDI_IDA,,,BHAWANIPATNA,Risigaon,17-10-2023,1000000,Action Pending,Unsanctioned,Rajya Sabha,,,,,,
SHRI Sujeet Kumar,NA - Construction of roads,,,,,,,,,,,,,,,,,,,
SHRI Sujeet Kumar,NA - Construction of community centers and community halls,Normal/Others,Odisha,Sitting Rajya Sabha,DISTRICT COLLECTOR KALAHANDI_IDA,,,BHAWANIPATNA,Laxmipur,17-10-2023,200000,Action Pending,Unsanctioned,Rajya Sabha,,,,,,
SHRI Sujeet Kumar,NA - Construction of community centers and community halls,Normal/Others,Odisha,Sitting Rajya Sabha,DISTRICT COLLECTOR KALAHANDI_IDA,,,BHAWANIPATNA,Sagada,17-10-2023,1000000,Action Pending,Unsanctioned,Rajya Sabha,,,,,,
SHRI Sujeet Kumar,NA - Construction of community centers and community halls,Normal/Others,Odisha,Sitting Rajya Sabha,DISTRICT COLLECTOR KALAHANDI_IDA,,,BHAWANIPATNA,Sagada,17-10-2023,500000,Action Pending,Unsanctioned,Rajya Sabha,,,,,,
SHRI Sujeet Kumar,NA - Construction of community centers and community halls,Normal/Others,Odisha,Sitting Rajya Sabha,DISTRICT COLLECTOR KALAHANDI_IDA,,,BHAWANIPATNA,Sagada,17-10-2023,750000,Action Pending,Unsanctioned,Rajya Sabha,,,,,,
SHRI Sujeet Kumar,NA - Renovation of ponds and lakes,Repair and Renovation,Odisha,Sitting Rajya Sabha,DISTRICT COLLECTOR KALAHANDI_IDA,,,BHAWANIPATNA,Malgaon,17-10-2023,500000,Action Pending,Unsanctioned,Rajya Sabha,,,,,,
Shri Amar Singh ,WS/MP380/2023-2024/37920 - Construction of rooms and halls in school and colleges,Normal/Others,Punjab,FATEHGARH SAHIB(SC),DEPUTY COMMISSIONER FATEHGARH SAHIB_IDA,,,AMLOH,Ladpur T (5),17-10-2023,300000,Approved by IDA,Unsanctioned,Lok Sabha,,,,,,
Shri Amar Singh ,WS/MP380/2023-2024/37919 - Construction of community centers and community halls,Normal/Others,Punjab,FATEHGARH SAHIB(SC),DEPUTY COMMISSIONER FATEHGARH SAHIB_IDA,,,AMLOH,Talwara (74),17-10-2023,200000,Approved by IDA,Unsanctioned,Lok Sabha,,,,,,
Shri Amar Singh ,WS/MP380/2023-2024/37918 - Construction of roads,,,,,,,,,,,,,,,,,,,
SHRI Sujeet Kumar,NA - Construction of rooms and halls in school and colleges,Normal/Others,Odisha,Sitting Rajya Sabha,DISTRICT COLLECTOR KALAHANDI_IDA,,,JUNAGARH,Char Bahal,17-10-2023,700000,Action Pending,Unsanctioned,Rajya Sabha,,,,,,
SHRI Sujeet Kumar,NA - Purchase of furniture and fixtures for educational purposes,Normal/Others,Odisha,Sitting Rajya Sabha,DISTRICT COLLECTOR KALAHANDI_IDA,,,JUNAGARH,Baldhiamal,17-10-2023,300000,Action Pending,Unsanctioned,Rajya Sabha,,,,,,
Shri Amar Singh ,WS/MP380/2023-2024/37916 - Common work sheds for artisans,Normal/Others,Punjab,FATEHGARH SAHIB(SC),DEPUTY COMMISSIONER FATEHGARH SAHIB_IDA,,,AMLOH,Lohar Majra Kalan (200),17-10-2023,300000,Approved by IDA,Unsanctioned,Lok Sabha,,,,,,
SHRI Sujeet Kumar,NA - Construction of rooms and halls in school and colleges,Normal/Others,Odisha,Sitting Rajya Sabha,DISTRICT COLLECTOR KALAHANDI_IDA,,,KALAMPUR,Deypur,17-10-2023,700000,Action Pending,Unsanctioned,Rajya Sabha,,,,,,
SHRI G C Chandrashekhar,NA - Construction of rooms and halls in school and colleges,Normal/Others,Karnataka,Sitting Rajya Sabha,DEPUTY COMMISSIONER BANGALORE URBAN_IDA,,,BENGALURU SOUTH,Ajjanahalli,17-10-2023,500000,Action Pending,Unsanctioned,Rajya Sabha,,,,,,
SHRI G C Chandrashekhar,NA - Construction of rooms and halls in school and colleges,Normal/Others,Karnataka,Sitting Rajya Sabha,DEPUTY COMMISSIONER BANGALORE URBAN_IDA,,,BENGALURU SOUTH,Ajjanahalli,17-10-2023,500000,Action Pending,Unsanctioned,Rajya Sabha,,,,,,
SHRI G C Chandrashekhar,NA - Construction of night shelters for homeless,Trust and Society,Karnataka,Sitting Rajya Sabha,DEPUTY COMMISSIONER BANGALORE URBAN_IDA,BBMP,15,,,17-10-2023,500000,Action Pending,Unsanctioned,Rajya Sabha,,,,,,
Shri Jaggesh,NA - Construction of roads,,,,,,,,,,,,,,,,,,,
Sanjay Jaiswal,WS/MP543/2023-2024/37580 - Construction of roads,,,,,,,,,,,,,,,,,,,
Sanjay Jaiswal,NA - Construction of roads,,,,,,,,,,,,,,,,,,,
Sanjay Jaiswal,WS/MP543/2023-2024/37582 - Construction of roads,,,,,,,,,,,,,,,,,,,
Sanjay Jaiswal,WS/MP543/2023-2024/37589 - Construction of roads,,,,,,,,,,,,,,,,,,,
Sanjay Jaiswal,NA - Construction of roads,,,,,,,,,,,,,,,,,,,
Ashok Kumar Yadav,NA - Street lights,Normal/Others,Bihar,MADHUBANI,DISTRICT PLANNING OFFICER MADHUBANI_IDA,,,BENIPATTI,Betauna,17-10-2023,887000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Chirag Paswan,NA - Constrction of coverd comman sitting place for all village people on goverment land,Normal/Others,Bihar,JAMUI(SC),DISTRICT PLANNING OFFICER JAMUI_IDA,,,JHAJHA,Tola Kanaudi,17-10-2023,350000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
SHRI Sujeet Kumar,WS/MP136/2023-2024/37632 - Construction of rooms and halls in school and colleges,Normal/Others,Odisha,Sitting Rajya Sabha,DISTRICT COLLECTOR KALAHANDI_IDA,,,KESINGA,Gokulsara,17-10-2023,650000,Approved by IDA,Unsanctioned,Rajya Sabha,,,,,,
SHRI Sujeet Kumar,NA - Construction of rooms and halls in school and colleges,Normal/Others,Odisha,Sitting Rajya Sabha,DISTRICT COLLECTOR KALAHANDI_IDA,,,KESINGA,Kashrupada,17-10-2023,500000,Action Pending,Unsanctioned,Rajya Sabha,,,,,,
SHRI Sujeet Kumar,WS/MP136/2023-2024/37630 - Construction of rooms and halls in school and colleges,Normal/Others,Odisha,Sitting Rajya Sabha,DISTRICT COLLECTOR KALAHANDI_IDA,,,KESINGA,Laitara,17-10-2023,500000,Approved by IDA,Unsanctioned,Rajya Sabha,,,,,,
SHRI Sujeet Kumar,WS/MP136/2023-2024/37629 - Construction of community centers and community halls,Normal/Others,Odisha,Sitting Rajya Sabha,DISTRICT COLLECTOR KALAHANDI_IDA,,,KESINGA,Hatikhoj,17-10-2023,300000,Approved by IDA,Unsanctioned,Rajya Sabha,,,,,,
SHRI Sujeet Kumar,WS/MP136/2023-2024/37628 - Construction of roads,,,,,,,,,,,,,,,,,,,
SHRI Sujeet Kumar,WS/MP136/2023-2024/37627 - Installing community drinking water plants,Normal/Others,Odisha,Sitting Rajya Sabha,DISTRICT COLLECTOR KALAHANDI_IDA,,,KARLAMUNDA,Juradubara,17-10-2023,400000,Approved by IDA,Unsanctioned,Rajya Sabha,,,,,,
SHRI Sujeet Kumar,NA - Construction of rooms and halls in school and colleges,Normal/Others,Odisha,Sitting Rajya Sabha,DISTRICT COLLECTOR KALAHANDI_IDA,,,KARLAMUNDA,Risida kandhapara,17-10-2023,500000,Action Pending,Unsanctioned,Rajya Sabha,,,,,,
SHRI Sujeet Kumar,WS/MP136/2023-2024/37625 - Construction of boundary walls of existing public and community buildings,Normal/Others,Odisha,Sitting Rajya Sabha,DISTRICT COLLECTOR KALAHANDI_IDA,,,KARLAMUNDA,Odiya Munda,17-10-2023,500000,Approved by IDA,Unsanctioned,Rajya Sabha,,,,,,
SHRI Sujeet Kumar,NA - Construction of rooms and halls in school and colleges,Normal/Others,Odisha,Sitting Rajya Sabha,DISTRICT COLLECTOR KALAHANDI_IDA,,,KALAMPUR,Kalampur,17-10-2023,700000,Action Pending,Unsanctioned,Rajya Sabha,,,,,,
SHRI Sujeet Kumar,NA - Purchase of furniture and fixtures for educational purposes,Normal/Others,Odisha,Sitting Rajya Sabha,DISTRICT COLLECTOR KALAHANDI_IDA,,,KALAMPUR,Bijamara,17-10-2023,500000,Action Pending,Unsanctioned,Rajya Sabha,,,,,,
Shri Amar Singh ,WS/MP380/2023-2024/37917 - Construction of community centers and community halls,Normal/Others,Punjab,FATEHGARH SAHIB(SC),DEPUTY COMMISSIONER FATEHGARH SAHIB_IDA,,,AMLOH,Kumbh (67),17-10-2023,250000,Approved by IDA,Unsanctioned,Lok Sabha,,,,,,
Shri Amar Singh ,WS/MP380/2023-2024/37915 - Construction of boundary walls of existing public and community buildings,Normal/Others,Punjab,FATEHGARH SAHIB(SC),DEPUTY COMMISSIONER FATEHGARH SAHIB_IDA,,,AMLOH,Turan (4),17-10-2023,200000,Approved by IDA,Unsanctioned,Lok Sabha,,,,,,
Prof Ram Shankar Katheria,WS/MP780/2023-2024/37794 - Lighting of public spaces,Normal/Others,Uttar Pradesh,ETAWAH(SC),DISTRICT MAGISTRATE KANPUR DEHAT_IDA,,,Sikandra,Sahabapur,17-10-2023,192900,Approved by IDA,Sanctioned,Lok Sabha,,,,,,
Chirag Paswan,NA - Construction of Covered Common Sitting Place for Village People on Government Land,Normal/Others,Bihar,JAMUI(SC),DISTRICT PLANNING OFFICER JAMUI_IDA,,,JHAJHA,Tola Borwa,17-10-2023,350000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
SHRI Prem Chand Gupta,NA - Installing hand pumps,Normal/Others,Bihar,Sitting Rajya Sabha,DISTRICT PLANNING OFFICER PATNA_IDA,,,DANIYAWAN,Daniawan,17-10-2023,80000,Action Pending,Unsanctioned,Rajya Sabha,,,,,,
SHRI Prem Chand Gupta,NA - Installing hand pumps,Normal/Others,Bihar,Sitting Rajya Sabha,DISTRICT PLANNING OFFICER PATNA_IDA,,,DANIYAWAN,Daniawan,17-10-2023,80000,Action Pending,Unsanctioned,Rajya Sabha,,,,,,
SHRI Prem Chand Gupta,NA - Installing hand pumps,Normal/Others,Bihar,Sitting Rajya Sabha,DISTRICT PLANNING OFFICER PATNA_IDA,,,DANIYAWAN,Daniawan,17-10-2023,80000,Action Pending,Unsanctioned,Rajya Sabha,,,,,,
SHRI Prem Chand Gupta,NA - Installing hand pumps,Normal/Others,Bihar,Sitting Rajya Sabha,DISTRICT PLANNING OFFICER PATNA_IDA,,,DANIYAWAN,Daniawan,17-10-2023,80000,Action Pending,Unsanctioned,Rajya Sabha,,,,,,
SHRI Prem Chand Gupta,NA - Installing hand pumps,Normal/Others,Bihar,Sitting Rajya Sabha,DISTRICT PLANNING OFFICER PATNA_IDA,,,KHUSRUPUR,Baikatpur,17-10-2023,80000,Action Pending,Unsanctioned,Rajya Sabha,,,,,,
SHRI Prem Chand Gupta,NA - Installing hand pumps,Normal/Others,Bihar,Sitting Rajya Sabha,DISTRICT PLANNING OFFICER PATNA_IDA,,,KHUSRUPUR,Baikatpur,17-10-2023,80000,Action Pending,Unsanctioned,Rajya Sabha,,,,,,
Sunita Duggal,WS/MP502/2023-2024/37688 - Purchase of mobile water tankers,Normal/Others,Haryana,SIRSA(SC),Deputy Commissioner Jind_IDA,,,UJHANA,Garhi (52),17-10-2023,157000,Approved by IDA,Unsanctioned,Lok Sabha,,,,,,
SHRI Prem Chand Gupta,NA - Installing hand pumps,Normal/Others,Bihar,Sitting Rajya Sabha,DISTRICT PLANNING OFFICER PATNA_IDA,,,KHUSRUPUR,Baikatpur,17-10-2023,80000,Action Pending,Unsanctioned,Rajya Sabha,,,,,,
SHRI Prem Chand Gupta,NA - Installing hand pumps,Normal/Others,Bihar,Sitting Rajya Sabha,DISTRICT PLANNING OFFICER PATNA_IDA,,,KHUSRUPUR,Baikatpur,17-10-2023,80000,Action Pending,Unsanctioned,Rajya Sabha,,,,,,
SHRI Prem Chand Gupta,NA - Installing hand pumps,Normal/Others,Bihar,Sitting Rajya Sabha,DISTRICT PLANNING OFFICER PATNA_IDA,,,KHUSRUPUR,Baikatpur,17-10-2023,80000,Action Pending,Unsanctioned,Rajya Sabha,,,,,,
SHRI Prem Chand Gupta,NA - Installing hand pumps,Normal/Others,Bihar,Sitting Rajya Sabha,DISTRICT PLANNING OFFICER PATNA_IDA,,,KHUSRUPUR,Baikatpur,17-10-2023,80000,Action Pending,Unsanctioned,Rajya Sabha,,,,,,
SHRI Prem Chand Gupta,NA - Installing hand pumps,Normal/Others,Bihar,Sitting Rajya Sabha,DISTRICT PLANNING OFFICER PATNA_IDA,,,KHUSRUPUR,Baikatpur,17-10-2023,80000,Action Pending,Unsanctioned,Rajya Sabha,,,,,,
SHRI Prem Chand Gupta,NA - Installing hand pumps,Normal/Others,Bihar,Sitting Rajya Sabha,DISTRICT PLANNING OFFICER PATNA_IDA,,,KHUSRUPUR,Baikatpur,17-10-2023,80000,Action Pending,Unsanctioned,Rajya Sabha,,,,,,
SHRI Prem Chand Gupta,NA - Installing hand pumps,Normal/Others,Bihar,Sitting Rajya Sabha,DISTRICT PLANNING OFFICER PATNA_IDA,,,KHUSRUPUR,Baikatpur,17-10-2023,80000,Action Pending,Unsanctioned,Rajya Sabha,,,,,,
Baburam Nishad (SRS),NA - Lighting of public spaces,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRATE HAMIRPUR_IDA,Hamirpur,WARD 8,,,17-10-2023,243000,Action Pending,Unsanctioned,Rajya Sabha,,,,,,
SHRI Sudhanshu Trivedi,WS/MP199/2023-2024/37872 - Construction of roads,,,,,,,,,,,,,,,,,,,
Suresh Pujari,WS/MP705/2023-2024/37963 - Construction of community centers and community halls,Normal/Others,Odisha,BARGARH,DISTRICT COLLECTOR BARAGARH_IDA,,,BHATLI,Kasipali,17-10-2023,300000,Approved by IDA,Sanctioned,Lok Sabha,,,,,,
Suresh Pujari,WS/MP705/2023-2024/37964 - Development of playfields and sports grounds,Normal/Others,Odisha,BARGARH,DISTRICT COLLECTOR BARAGARH_IDA,,,BHATLI,Urdduna,17-10-2023,300000,Approved by IDA,Sanctioned,Lok Sabha,,,,,,
Suresh Pujari,WS/MP705/2023-2024/37965 - Construction of community centers and community halls,Normal/Others,Odisha,BARGARH,DISTRICT COLLECTOR BARAGARH_IDA,,,BHATLI,Tarakana,17-10-2023,300000,Approved by IDA,Sanctioned,Lok Sabha,,,,,,
Suresh Pujari,NA - Construction of community centers and community halls,Normal/Others,Odisha,BARGARH,DISTRICT COLLECTOR BARAGARH_IDA,,,BHATLI,Bhadigoan,17-10-2023,300000,Rejected by IDA,Unsanctioned,Lok Sabha,,,,,,
SHRI Sudhanshu Trivedi,WS/MP199/2023-2024/37871 - Construction of roads,,,,,,,,,,,,,,,,,,,
SHRI Prem Chand Gupta,NA - Installing hand pumps,Normal/Others,Bihar,Sitting Rajya Sabha,DISTRICT PLANNING OFFICER PATNA_IDA,,,DANIYAWAN,Daniawan,17-10-2023,80000,Action Pending,Unsanctioned,Rajya Sabha,,,,,,
Chirag Paswan,NA - Construction of community centers and community halls,Normal/Others,Bihar,JAMUI(SC),DISTRICT PLANNING OFFICER JAMUI_IDA,,,JHAJHA,Tola Harna,17-10-2023,600000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Shri Amar Singh ,WS/MP380/2023-2024/37914 - Construction of roads,,,,,,,,,,,,,,,,,,,
Chirag Paswan,NA - Construction of Covered Common Sitting Place for Village People on Government Land,Normal/Others,Bihar,JAMUI(SC),DISTRICT PLANNING OFFICER JAMUI_IDA,,,JHAJHA,Tola Telwabazar,17-10-2023,400000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Shri Amar Singh ,WS/MP380/2023-2024/37788 - Construction of roads,,,,,,,,,,,,,,,,,,,
Shri Amar Singh ,WS/MP380/2023-2024/37787 - Development of playground,Normal/Others,Punjab,FATEHGARH SAHIB(SC),DEPUTY COMMISSIONER LUDHIANA_IDA,Ludhiana,WARD NO 28 LUDHIANA,,,17-10-2023,100000,Approved by IDA,Unsanctioned,Lok Sabha,,,,,,
Shri Amar Singh ,WS/MP380/2023-2024/37786 - Construction of common work sheds/ common covered sitting area,Normal/Others,Punjab,FATEHGARH SAHIB(SC),DEPUTY COMMISSIONER LUDHIANA_IDA,Ludhiana,WARD NO 28 LUDHIANA,,,17-10-2023,200000,Approved by IDA,Unsanctioned,Lok Sabha,,,,,,
Smt Preneet Kaur ,NA - Providing drains and gutters for public drainage,Normal/Others,Punjab,PATIALA,DEPUTY COMMISSIONER PATIALA_IDA,,,PATIALA RURAL,Paidan (356),17-10-2023,400000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Smt Preneet Kaur ,NA - Construction of community centers and community halls,Normal/Others,Punjab,PATIALA,DEPUTY COMMISSIONER PATIALA_IDA,,,NABHA,Kansuha Kalan (152),17-10-2023,400000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Shri Jaggesh,NA - Construction of roads,,,,,,,,,,,,,,,,,,,
Anbumani Ramadoss (SRS),NA - Construction of rooms and halls in school and colleges,Normal/Others,Tamil Nadu,Sitting Rajya Sabha,District Collector Mayiladuthurai_IDA,Mayiladuthurai,28,,,17-10-2023,1500000,Action Pending,Unsanctioned,Rajya Sabha,,,,,,
Anbumani Ramadoss (SRS),NA - Construction of buildings for community cultural activities,Normal/Others,Tamil Nadu,Sitting Rajya Sabha,DISTRICT COLLECTOR CUDDALORE_IDA,,,SRIMUSHNAM,Malavarayanallur,17-10-2023,800000,Action Pending,Unsanctioned,Rajya Sabha,,,,,,
Shri Jaggesh,NA - Providing drains and gutters for public drainage,Normal/Others,Karnataka,Sitting Rajya Sabha,DEPUTY COMMISSIONER BANGALORE URBAN_IDA,,,YELAHANKA,Rajanukunte,17-10-2023,500000,Action Pending,Unsanctioned,Rajya Sabha,,,,,,
Shri Jaggesh,NA - Construction of rooms and halls in school and colleges,Normal/Others,Karnataka,Sitting Rajya Sabha,DEPUTY COMMISSIONER BANGALORE URBAN_IDA,,,BENGALURU NORTH,Huskur,17-10-2023,500000,Action Pending,Unsanctioned,Rajya Sabha,,,,,,
Shri Jaggesh,NA - Construction of community centers and community halls,Normal/Others,Karnataka,Sitting Rajya Sabha,DEPUTY COMMISSIONER BANGALORE URBAN_IDA,,,BENGALURU NORTH,Dasanapura,17-10-2023,500000,Action Pending,Unsanctioned,Rajya Sabha,,,,,,
Ajay Tamta,WS/MP477/2023-2024/37984 - Providing drains and gutters for public drainage,Normal/Others,Uttarakhand,ALMORA(SC),DISTRICT MAGISTRATE ALMORA_IDA,Almora,Almora,,,17-10-2023,200000,Approved by IDA,Sanctioned,Lok Sabha,,,,,,
Dileshwar Kamait,WS/MP422/2023-2024/37798 - Construction of roads,,,,,,,,,,,,,,,,,,,
Dileshwar Kamait,NA - Construction of roads,,,,,,,,,,,,,,,,,,,
Dileshwar Kamait,WS/MP422/2023-2024/37800 - Construction of roads,,,,,,,,,,,,,,,,,,,
Chirag Paswan,NA - Construction of community centers and community halls,Normal/Others,Bihar,JAMUI(SC),DISTRICT PLANNING OFFICER JAMUI_IDA,,,JHAJHA,Tola Mahapur,17-10-2023,600000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Chirag Paswan,NA - Construction of community centers and community halls,Normal/Others,Bihar,JAMUI(SC),DISTRICT PLANNING OFFICER JAMUI_IDA,,,JHAJHA,Tola Tilbaria,17-10-2023,600000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Chirag Paswan,NA - Construction of Covered Common Sitting Place for all Village People on Government Land,Normal/Others,Bihar,JAMUI(SC),DISTRICT PLANNING OFFICER JAMUI_IDA,,,JHAJHA,Tola Chain (CT),17-10-2023,350000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Chirag Paswan,NA - Construction of Covered Common Sitting Place for Village People on Government Land,Normal/Others,Bihar,JAMUI(SC),DISTRICT PLANNING OFFICER JAMUI_IDA,,,JHAJHA,Tola Bangawan,17-10-2023,350000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
