trustus_project_id,mp_name,work,category,state,constituency,ida,city,ward,block,village,recommended_date,allocation_amount,ida_approval,status,house,source_row_number
MPLADS-050434,Chandra Sekhar Bellana,WS/MP521/2023-2024/11988 - Providing drains and gutters for public drainage,Normal/Others,Andhra Pradesh,VIZIANAGARAM,DISTRICT COLLECTOR VIZIANAGARAM_IDA,,,NELLIMARLA,Moidavijayaram Puram,,400000.0,Approved by IDA,Unsanctioned,Lok Sabha,50435
MPLADS-050435,Chandra Sekhar Bellana,WS/MP521/2023-2024/11989 - Providing drains and gutters for public drainage,Normal/Others,Andhra Pradesh,VIZIANAGARAM,DISTRICT COLLECTOR VIZIANAGARAM_IDA,,,NELLIMARLA,Moidavijayaram Puram,,400000.0,Approved by IDA,Unsanctioned,Lok Sabha,50436
MPLADS-050436,Ratansinh Magansinh Rathod,NA - Construction of roads,,,,,,,,,,,,,,50437
MPLADS-050437,Ratansinh Magansinh Rathod,NA - Construction of buildings for community cultural activities,Normal/Others,Gujarat,PANCHMAHAL,DISTRICT COLLECTOR PANCHMAHALS_IDA,SHAHERA,1,,,,5000000.0,Action Pending,Unsanctioned,Lok Sabha,50438
MPLADS-050438,Smt Ranjanben Dhananjay Bhatt,WS/MP589/2023-2024/12034 - Purchase of prosthetics,,,,,,,,,,,,,,50439
MPLADS-050439,Smt Chinta Anuradha,WS/MP532/2023-2024/12054 - Construction of roads,,,,,,,,,,,,,,50440
MPLADS-050440,Smt Seema Dwivedi,WS/MP202/2023-2024/12165 - Lighting of public spaces,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRATE JAUNPUR_IDA,Jaunpur,9,,,,643000.0,Approved by IDA,Unsanctioned,Rajya Sabha,50441
MPLADS-050441,Smt Chinta Anuradha,NA - Construction of roads,,,,,,,,,,,,,,50442
MPLADS-050442,Smt Chinta Anuradha,NA - Construction of roads,,,,,,,,,,,,,,50443
MPLADS-050443,Smt Chinta Anuradha,NA - Construction of roads,,,,,,,,,,,,,,50444
MPLADS-050444,Smt Chinta Anuradha,NA - Construction of roads,,,,,,,,,,,,,,50445
MPLADS-050445,Smt Chinta Anuradha,WS/MP532/2023-2024/12121 - Construction of roads,,,,,,,,,,,,,,50446
MPLADS-050446,Smt Chinta Anuradha,WS/MP532/2023-2024/12120 - Construction of roads,,,,,,,,,,,,,,50447
MPLADS-050447,Smt Chinta Anuradha,WS/MP532/2023-2024/12119 - Construction of culverts and bridges,Normal/Others,Andhra Pradesh,AMALAPURAM(SC),DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA,,,ALLAVARAM,Godi,,500000.0,Approved by IDA,Unsanctioned,Lok Sabha,50448
MPLADS-050448,Smt Chinta Anuradha,WS/MP532/2023-2024/12052 - Crematoriums or structures on burial/ cremation ground for public convenience,Normal/Others,Andhra Pradesh,AMALAPURAM(SC),DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA,,,ALLAVARAM,Mogallamuru,,500000.0,Approved by IDA,Unsanctioned,Lok Sabha,50449
MPLADS-050449,Smt Chinta Anuradha,WS/MP532/2023-2024/12114 - Construction of culverts and bridges,Normal/Others,Andhra Pradesh,AMALAPURAM(SC),DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA,,,ALLAVARAM,Allavaram,,750000.0,Approved by IDA,Unsanctioned,Lok Sabha,50450
MPLADS-050450,Chandra Sekhar Bellana,WS/MP521/2023-2024/11985 - Providing drains and gutters for public drainage,Normal/Others,Andhra Pradesh,VIZIANAGARAM,DISTRICT COLLECTOR VIZIANAGARAM_IDA,,,NELLIMARLA,Alugolu,,490000.0,Approved by IDA,Unsanctioned,Lok Sabha,50451
MPLADS-050451,Giridhari Yadav,WS/MP549/2023-2024/12281 - Construction of community centers and community halls,Normal/Others,Bihar,BANKA,DISTRICT PLANNING OFFICER BANKA_IDA,,,RAJAUN,Bhawanipur,,700000.0,Approved by IDA,Ongoing,Lok Sabha,50452
MPLADS-050452,Smt Chinta Anuradha,NA - Construction of roads,,,,,,,,,,,,,,50453
MPLADS-050453,Smt Chinta Anuradha,WS/MP532/2023-2024/12042 - Construction of community centers and community halls,Normal/Others,Andhra Pradesh,AMALAPURAM(SC),DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA,,,ALLAVARAM,Allavaram,,500000.0,Approved by IDA,Unsanctioned,Lok Sabha,50454
MPLADS-050454,Smt Chinta Anuradha,NA - Construction of roads,,,,,,,,,,,,,,50455
MPLADS-050455,Smt Chinta Anuradha,NA - Construction of roads,,,,,,,,,,,,,,50456
MPLADS-050456,Vijay Baghel,WS/MP568/2023-2024/12147 - Construction of community centers and community halls,Normal/Others,Chhattisgarh,DURG,DISTRICT COLLECTOR DURG_IDA,Bhilai,WARD 50 KHURSIPAR,,,,350000.0,Approved by IDA,Unsanctioned,Lok Sabha,50457
MPLADS-050457,Vijay Baghel,NA - Construction of community centers and community halls,Normal/Others,Chhattisgarh,DURG,DISTRICT COLLECTOR DURG_IDA,Bhilai,WORD 55,,,,,,,,50458
MPLADS-050458,Mohan Mandavi,NA - Common work sheds for artisans,Normal/Others,Chhattisgarh,KANKER(ST),DISTRICT COLLECTOR KANKER_IDA,,,NARHARPUR,Rampur,,500000.0,Action Pending,Unsanctioned,Lok Sabha,50459
MPLADS-050459,Mohan Mandavi,NA - Construction of common work sheds/ common covered sitting area,Normal/Others,Chhattisgarh,KANKER(ST),DISTRICT COLLECTOR KANKER_IDA,,,CHARAMA,Chawadi,,500000.0,Action Pending,Unsanctioned,Lok Sabha,50460
MPLADS-050460,Giridhari Yadav,WS/MP549/2023-2024/12279 - Construction of roads,,,,,,,,,,,,,,50461
MPLADS-050461,Smt Chinta Anuradha,WS/MP532/2023-2024/12049 - Construction of roads,,,,,,,,,,,,,,50462
MPLADS-050462,Smt Chinta Anuradha,WS/MP532/2023-2024/12048 - Construction of roads,,,,,,,,,,,,,,50463
MPLADS-050463,Rajiv Pratap Rudy,NA - Construction of rooms and halls in school and colleges,Normal/Others,Bihar,SARAN,DISTRICT PLANNING OFFICE SARAN CHAPRA_IDA,,,AMNOUR,Basatpur,,1497000.0,Action Pending,Unsanctioned,Lok Sabha,50464
MPLADS-050464,Smt Chinta Anuradha,WS/MP532/2023-2024/12047 - Construction of roads,,,,,,,,,,,,,,50465
MPLADS-050465,Smt Chinta Anuradha,WS/MP532/2023-2024/12046 - Construction of culverts and bridges,Normal/Others,Andhra Pradesh,AMALAPURAM(SC),DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA,,,ALLAVARAM,Allavaram,,700000.0,Approved by IDA,Unsanctioned,Lok Sabha,50466
MPLADS-050466,Rajiv Pratap Rudy,WS/MP419/2023-2024/12244 - Construction of additional rooms and halls in the existing public and community building,Normal/Others,Bihar,SARAN,DISTRICT PLANNING OFFICE SARAN CHAPRA_IDA,,,AMNOUR,Repura,,1186700.0,Approved by IDA,Unsanctioned,Lok Sabha,50467
MPLADS-050467,Chandra Sekhar Bellana,WS/MP521/2023-2024/11990 - Providing drains and gutters for public drainage,Normal/Others,Andhra Pradesh,VIZIANAGARAM,DISTRICT COLLECTOR VIZIANAGARAM_IDA,,,NELLIMARLA,Moidavijayaram Puram,,200000.0,Approved by IDA,Unsanctioned,Lok Sabha,50468
MPLADS-050468,Smt Chinta Anuradha,NA - Construction of roads,,,,,,,,,,,,,,50469
MPLADS-050469,Smt Chinta Anuradha,WS/MP532/2023-2024/12043 - Construction of roads,,,,,,,,,,,,,,50470
MPLADS-050470,Smt Chinta Anuradha,WS/MP532/2023-2024/12018 - Construction of roads,,,,,,,,,,,,,,50471
MPLADS-050471,Chandra Sekhar Bellana,WS/MP521/2023-2024/11998 - Construction of community centers and community halls,Normal/Others,Andhra Pradesh,VIZIANAGARAM,DISTRICT COLLECTOR VIZIANAGARAM_IDA,,,DENKADA,Modavalasa,,500000.0,Approved by IDA,Unsanctioned,Lok Sabha,50472
MPLADS-050472,Chandra Sekhar Bellana,WS/MP521/2023-2024/11991 - Providing drains and gutters for public drainage,Normal/Others,Andhra Pradesh,VIZIANAGARAM,DISTRICT COLLECTOR VIZIANAGARAM_IDA,,,NELLIMARLA,Thangudubilli,,123000.0,Approved by IDA,Unsanctioned,Lok Sabha,50473
MPLADS-050473,Chandra Sekhar Bellana,WS/MP521/2023-2024/11992 - Providing drains and gutters for public drainage,Normal/Others,Andhra Pradesh,VIZIANAGARAM,DISTRICT COLLECTOR VIZIANAGARAM_IDA,,,NELLIMARLA,Thangudubilli,,123000.0,Approved by IDA,Unsanctioned,Lok Sabha,50474
MPLADS-050474,Chandra Sekhar Bellana,WS/MP521/2023-2024/11993 - Providing drains and gutters for public drainage,Normal/Others,Andhra Pradesh,VIZIANAGARAM,DISTRICT COLLECTOR VIZIANAGARAM_IDA,,,NELLIMARLA,Thangudubilli,,242000.0,Approved by IDA,Unsanctioned,Lok Sabha,50475
MPLADS-050475,Chandra Sekhar Bellana,WS/MP521/2023-2024/11994 - Providing drains and gutters for public drainage,Normal/Others,Andhra Pradesh,VIZIANAGARAM,DISTRICT COLLECTOR VIZIANAGARAM_IDA,,,NELLIMARLA,Thangudubilli,,242000.0,Approved by IDA,Unsanctioned,Lok Sabha,50476
MPLADS-050476,Smt Chinta Anuradha,WS/MP532/2023-2024/12017 - Construction of roads,,,,,,,,,,,,,,50477
MPLADS-050477,Chandra Sekhar Bellana,WS/MP521/2023-2024/11996 - Providing drains and gutters for public drainage,Normal/Others,Andhra Pradesh,VIZIANAGARAM,DISTRICT COLLECTOR VIZIANAGARAM_IDA,,,DENKADA,Mopada,,500000.0,Approved by IDA,Unsanctioned,Lok Sabha,50478
MPLADS-050478,Chandra Sekhar Bellana,WS/MP521/2023-2024/11997 - Construction of community centers and community halls,Normal/Others,Andhra Pradesh,VIZIANAGARAM,DISTRICT COLLECTOR VIZIANAGARAM_IDA,,,DENKADA,Modavalasa,,500000.0,Approved by IDA,Unsanctioned,Lok Sabha,50479
MPLADS-050479,Chandra Sekhar Bellana,WS/MP521/2023-2024/11995 - Providing drains and gutters for public drainage,Normal/Others,Andhra Pradesh,VIZIANAGARAM,DISTRICT COLLECTOR VIZIANAGARAM_IDA,,,NELLIMARLA,Thangudubilli,,242000.0,Approved by IDA,Unsanctioned,Lok Sabha,50480
MPLADS-050480,Chandra Sekhar Bellana,WS/MP521/2023-2024/11999 - Construction of community centers and community halls,Normal/Others,Andhra Pradesh,VIZIANAGARAM,DISTRICT COLLECTOR VIZIANAGARAM_IDA,Nellimarla,JARAJAPUPETA,,,,499000.0,Approved by IDA,Unsanctioned,Lok Sabha,50481
MPLADS-050481,Smt Chinta Anuradha,WS/MP532/2023-2024/12000 - Construction of roads,,,,,,,,,,,,,,50482
MPLADS-050482,Smt Chinta Anuradha,WS/MP532/2023-2024/12013 - Construction of roads,,,,,,,,,,,,,,50483
MPLADS-050483,Smt Chinta Anuradha,WS/MP532/2023-2024/12014 - Construction of roads,,,,,,,,,,,,,,50484
MPLADS-050484,Smt Chinta Anuradha,WS/MP532/2023-2024/12015 - Construction of roads,,,,,,,,,,,,,,50485
MPLADS-050485,Smt Chinta Anuradha,WS/MP532/2023-2024/12016 - Construction of roads,,,,,,,,,,,,,,50486
MPLADS-050486,SHRI Bashistha Narain Singh,WS/MP046/2023-2024/11645 - Construction of roads,,,,,,,,,,,,,,50487
MPLADS-050487,SHRI Bashistha Narain Singh,WS/MP046/2023-2024/11646 - Construction of roads,,,,,,,,,,,,,,50488
MPLADS-050488,Smt Ramilaben Bara,NA - Lighting of public spaces,Normal/Others,Gujarat,Sitting Rajya Sabha,DISTRICT COLLECTOR SABARKANTHA_IDA,,,VIJAYNAGAR,Chitariya,,150000.0,Action Pending,Unsanctioned,Rajya Sabha,50489
MPLADS-050489,Smt Ramilaben Bara,NA - Lighting of public spaces,Normal/Others,Gujarat,Sitting Rajya Sabha,DISTRICT COLLECTOR SABARKANTHA_IDA,,,VIJAYNAGAR,Chitariya,,150000.0,Action Pending,Unsanctioned,Rajya Sabha,50490
MPLADS-050490,Smt Ramilaben Bara,NA - Lighting of public spaces,Normal/Others,Gujarat,Sitting Rajya Sabha,DISTRICT COLLECTOR SABARKANTHA_IDA,,,VIJAYNAGAR,Kodiyavada,,150000.0,Action Pending,Unsanctioned,Rajya Sabha,50491
MPLADS-050491,Smt Ramilaben Bara,NA - Lighting of public spaces,Normal/Others,Gujarat,Sitting Rajya Sabha,DISTRICT COLLECTOR SABARKANTHA_IDA,,,VIJAYNAGAR,Chitariya,,150000.0,Action Pending,Unsanctioned,Rajya Sabha,50492
MPLADS-050492,Smt Ramilaben Bara,NA - Lighting of public spaces,Normal/Others,Gujarat,Sitting Rajya Sabha,DISTRICT COLLECTOR SABARKANTHA_IDA,,,VIJAYNAGAR,Chitariya,,150000.0,Action Pending,Unsanctioned,Rajya Sabha,50493
MPLADS-050493,Smt Ramilaben Bara,NA - Lighting of public spaces,Normal/Others,Gujarat,Sitting Rajya Sabha,DISTRICT COLLECTOR SABARKANTHA_IDA,,,VIJAYNAGAR,Chitariya,,150000.0,Action Pending,Unsanctioned,Rajya Sabha,50494
MPLADS-050494,SHRI Bashistha Narain Singh,WS/MP046/2023-2024/11587 - Construction of roads,,,,,,,,,,,,,,50495
MPLADS-050495,Smt Ramilaben Bara,NA - Lighting of public spaces,Normal/Others,Gujarat,Sitting Rajya Sabha,DISTRICT COLLECTOR SABARKANTHA_IDA,,,VIJAYNAGAR,Kodiyavada,,150000.0,Action Pending,Unsanctioned,Rajya Sabha,50496
MPLADS-050496,Smt Ramilaben Bara,NA - Lighting of public spaces,Normal/Others,Gujarat,Sitting Rajya Sabha,DISTRICT COLLECTOR SABARKANTHA_IDA,,,VIJAYNAGAR,Kodiyavada,,150000.0,Action Pending,Unsanctioned,Rajya Sabha,50497
